Country,Year,ISO3166_alpha3,aggregate,biofuels_cons_ej,biogeo_ej,co2_mtco2,coalcons_ej,gascons_ej,hydro_ej,nuclear_ej,oilcons_ej,pop,primary_ej,primary_ej_pc,ren_power_ej,solar_ej,wind_ej,co2_em_pc
Africa,1965,T-AFR,1,,,,1.164586157,0.034458946,0.148027731,0.0,1.231681402,321.446988,2.578754237,8.022331311,0.0,,0.0,
Africa,1966,T-AFR,1,,,,1.163239937,0.038513129,0.165106496,0.0,1.333620025,329.658038,2.700479586,8.191760172,0.0,,0.0,
Africa,1967,T-AFR,1,,,,1.189049672,0.038065841,0.172351937,0.0,1.329096731,338.159593,2.728564181,8.068865227,0.0,,0.0,
Africa,1968,T-AFR,1,,,,1.23664646,0.038581721,0.201601691,0.0,1.405316524,346.980005,2.882146396,8.30637603,0.0,,0.0,
Africa,1969,T-AFR,1,,,,1.247914465,0.04507263,0.235267536,0.0,1.433351759,356.070249,2.96160639,8.317477797,0.0,,0.0,
Africa,1970,T-AFR,1,,,,1.298724852,0.055974601,0.294130384,0.0,1.566097441,365.450108,3.214927278,8.79717151,0.0,,0.0,
Africa,1971,T-AFR,1,,0.001884677,,1.378844297,0.066258949,0.276916743,0.0,1.707499436,375.085858,3.431404102,9.148316388,0.001884677,0.0,0.0,
Africa,1972,T-AFR,1,,0.001896169,,1.383158894,0.088814367,0.315450156,0.0,1.838626638,384.930394,3.627946224,9.424940926,0.001896169,0.0,0.0,
Africa,1973,T-AFR,1,,0.001953629,,1.472077212,0.142386446,0.333680114,0.0,1.979294447,395.212023,3.929391849,9.942490664,0.001953629,0.0,0.0,
Africa,1974,T-AFR,1,,0.002011089,,1.532326363,0.160266554,0.379681756,0.0,2.051058706,406.068833,4.125344467,10.15922457,0.002011089,0.0,0.0,
Africa,1975,T-AFR,1,,0.001976613,,1.623889757,0.19309816,0.401513877,0.0,2.151615833,417.556633,4.37209424,10.47066169,0.001976613,0.0,0.0,
Africa,1976,T-AFR,1,,0.002126008,,1.73186698,0.219533006,0.444942544,0.0,2.349306779,429.572937,4.747775318,11.05231477,0.002126008,0.0,0.0,
Africa,1977,T-AFR,1,,0.002171976,,1.770114455,0.245643091,0.488919143,0.0,2.502702709,441.70141,5.009551375,11.3414883,0.002171976,0.0,0.0,
Africa,1978,T-AFR,1,,0.002240927,,1.720136156,0.350531639,0.49294484,0.0,2.636517753,454.462675,5.202371315,11.44730162,0.002240927,0.0,0.0,
Africa,1979,T-AFR,1,,0.002309879,,1.8260892,0.535834138,0.527629902,0.0,2.776228841,467.975884,5.66809196,12.11193173,0.002309879,0.0,0.0,
Africa,1980,T-AFR,1,,0.002378831,,1.956805417,0.672890313,0.514286739,0.0,2.945356438,481.542777,6.091717737,12.65041867,0.002378831,0.0,0.0,
Africa,1981,T-AFR,1,,0.002505242,,2.288875633,0.822568141,0.534311578,0.0,3.187773619,495.655341,6.836034213,13.79191072,0.002505242,0.0,0.0,
Africa,1982,T-AFR,1,,0.002712097,,2.524233088,0.888240772,0.53445349,0.0,3.335515115,510.540227,7.285154562,14.26950155,0.002712097,0.0,0.0,
Africa,1983,T-AFR,1,,0.002643145,,2.567685819,0.976591279,0.481663316,0.0,3.47293524,525.33503,7.5015188,14.27949474,0.002643145,0.0,0.0,
Africa,1984,T-AFR,1,,0.002689113,,2.746432353,0.935650039,0.47360294,0.040094085,3.535330423,540.182779,7.733798952,14.3170039,0.002689113,0.0,0.0,
Africa,1985,T-AFR,1,,0.003091331,,2.833797152,1.003833891,0.526399866,0.05429301,3.626366847,555.65263,8.047782097,14.48347702,0.003091331,0.0,0.0,
Africa,1986,T-AFR,1,,0.007103293,,2.899281846,1.127776314,0.544450752,0.089923121,3.544042973,571.646426,8.212578299,14.36653485,0.007103293,0.0,0.0,
Africa,1987,T-AFR,1,,0.007103293,,2.98195106,1.164183708,0.522213929,0.062996238,3.73881641,588.079701,8.477264639,14.41516282,0.007103293,0.0,0.0,
Africa,1988,T-AFR,1,,0.006781519,,3.204578858,1.290400358,0.570510984,0.107186556,3.894448353,604.511225,9.073906628,15.0103195,0.006781519,0.0,0.0,
Africa,1989,T-AFR,1,,0.006678091,,3.00823514,1.337295786,0.599069379,0.113376878,4.02320064,621.167639,9.087855914,14.63027908,0.006678091,0.0,0.0,
Africa,1990,T-AFR,1,0.0,0.008843363,954.211779,3.159641664,1.435123392,0.609485076,0.086306989,4.089453419,638.157237,9.388853903,14.71244602,0.008843363,0.0,0.0,1.4952612360643025
Africa,1991,T-AFR,1,0.0,0.009064238,973.7515179,3.073543904,1.445888119,0.645644874,0.093406454,4.110877032,655.040495,9.378424621,14.31732037,0.009064238,0.0,0.0,1.4865516335749593
Africa,1992,T-AFR,1,0.0,0.009466187,988.4513362,3.09179214,1.516572923,0.615932141,0.094877422,4.19113175,671.93155,9.519772562,14.16777135,0.009466187,0.0,0.0,1.4710595687908985
Africa,1993,T-AFR,1,0.0,0.010562809,1003.129009,3.138170235,1.485518281,0.603394437,0.074110217,4.234221022,689.139959,9.545998291,13.85204582,0.010584099,0.0,2.12903e-05,1.4556245010891902
Africa,1994,T-AFR,1,0.0,0.009396902,1037.045563,3.220012132,1.554580634,0.613119228,0.099055372,4.371418464,706.488292,9.867640216,13.96716737,0.009454386,0.0,5.74839e-05,1.467887825945741
Africa,1995,T-AFR,1,0.0,0.011321058,1078.264031,3.320896526,1.660476605,0.636051342,0.115440316,4.522389897,724.331668,10.26664281,14.17395271,0.011388122,0.0,6.70645e-05,1.488633009760937
Africa,1996,T-AFR,1,0.0,0.014068085,1111.063773,3.366821756,1.74309031,0.663170749,0.120282263,4.620823387,742.764746,10.52833213,14.17451782,0.014143666,0.0,7.55806e-05,1.4958488255984084
Africa,1997,T-AFR,1,0.0,0.015579888,1118.126189,3.452468772,1.708111957,0.679500845,0.129189789,4.76649283,761.224446,10.75142073,14.1238511,0.015656534,0.0,7.66452e-05,1.468852182658359
Africa,1998,T-AFR,1,0.0,0.019283224,1119.267141,3.373340294,1.797613207,0.709552025,0.13893494,4.879390353,779.90803,10.91819495,13.99933649,0.019364127,0.0,8.09032e-05,1.4351270892800014
Africa,1999,T-AFR,1,0.0,0.019134137,1131.500459,3.477638546,1.814470614,0.752445355,0.131130651,5.057803642,799.099339,11.25283372,14.08189592,0.019344911,0.0,0.000210774,1.4159697096182933
Africa,2000,T-AFR,1,0.0,0.025588648,1152.312326,3.469429902,2.004560499,0.801170524,0.132897854,5.070160503,818.952055,11.50580487,14.04942426,0.027585584,0.000128711,0.001868226,1.4070571274163297
Africa,2001,T-AFR,1,0.0,0.026339374,1161.621525,3.51333457,2.284690118,0.855328143,0.108784147,5.124604589,839.463865,11.91763711,14.19672437,0.030895542,0.000160978,0.004395189,1.3837659647208282
Africa,2002,T-AFR,1,0.001767228,0.026026952,1168.990017,3.363917866,2.414289645,0.893504533,0.120908208,5.246467369,860.611462,12.07171853,14.02690885,0.030863681,0.000175635,0.004661094,1.3583249452468948
Africa,2003,T-AFR,1,0.001948757,0.029243083,1234.834601,3.661374405,2.561529791,0.862182155,0.126865655,5.406182843,882.349261,12.65512494,14.34253475,0.035041334,0.000206359,0.005591893,1.3994850515322186
Africa,2004,T-AFR,1,0.00229864,0.033108349,1329.231548,4.028982899,2.819181131,0.904870608,0.133047089,5.658930561,904.781339,13.58863714,15.01869739,0.041326211,0.000247749,0.007970111,1.4691191017148066
Africa,2005,T-AFR,1,0.0,0.03367004,1350.966629,3.74066257,2.908900552,0.915818196,0.111704595,5.908625177,927.898099,13.62771709,14.68665266,0.042005998,0.000291492,0.008044467,1.4559428782707315
Africa,2006,T-AFR,1,0.000259661,0.042369691,1374.495191,3.794749764,3.037492041,0.942963251,0.098551363,5.96465789,951.740274,13.89014931,14.59447466,0.051475338,0.000372004,0.008733643,1.444191475919406
Africa,2007,T-AFR,1,0.002857533,0.035059917,1410.95226,3.857879838,3.241492456,0.969135295,0.110546097,6.195220364,976.461441,14.42300566,14.77068633,0.045874073,0.000468527,0.010345629,1.4449646455624867
Africa,2008,T-AFR,1,0.00219726,0.036325232,1475.027539,4.250610221,3.367809756,0.981005172,0.126235977,6.505638538,1001.981285,15.2837491,15.25352752,0.050252182,0.000655348,0.013271601,1.4721108678192525
Africa,2009,T-AFR,1,0.001225854,0.039533245,1473.441223,4.233607378,3.388458241,1.001018048,0.123546533,6.739285368,1028.200285,15.54352166,15.11721197,0.056380237,0.000865977,0.015981015,1.4330293859041288
Africa,2010,T-AFR,1,0.000758003,0.041522921,1517.04243,4.20179902,3.533111546,1.076002095,0.129701793,7.027363602,1055.233394,16.03512654,15.19581036,0.066390486,0.002038409,0.022829155,1.4376368665224406
Africa,2011,T-AFR,1,0.001817541,0.04295688,1465.767503,4.136490121,3.821736417,1.099737258,0.122954741,6.918077658,1082.6758,16.17334722,14.93831045,0.07253348,0.005862765,0.023713835,1.3538378737199077
Africa,2012,T-AFR,1,0.002157211,0.046404464,1549.427289,4.032669132,4.13074625,1.094594786,0.122829363,7.363248402,1110.79723,16.826914,15.14850195,0.080668857,0.009413699,0.024850696,1.39487860354135
Africa,2013,T-AFR,1,0.002145701,0.049454139,1593.542125,4.075747583,4.212200439,1.150090483,0.132809103,7.64110146,1140.18058,17.30610454,15.17838914,0.092009768,0.007277112,0.035278517,1.3976225809774798
Africa,2014,T-AFR,1,0.002099792,0.058544192,1614.762458,4.268553376,4.328461482,1.208319638,0.12909393,7.719531587,1170.29902,17.7820843,15.19447936,0.126024493,0.01810934,0.049370963,1.3797862173720352
Africa,2015,T-AFR,1,0.002652685,0.073145847,1627.077034,4.043777112,4.707940275,1.170564621,0.113840751,7.929470185,1201.107938,18.16218801,15.12119555,0.193942376,0.034388907,0.086407623,1.35464680777091
Africa,2016,T-AFR,1,0.002448149,0.074050943,1658.952305,4.289762147,4.861680029,1.147492773,0.138959661,7.997781975,1232.111614,18.67060648,15.15334022,0.232481747,0.05069903,0.107731778,1.3464302147224139
Africa,2017,T-AFR,1,0.00240555,0.075606908,1707.350074,4.293939208,5.240680822,1.199930502,0.13048403,8.154851007,1263.333735,19.29442468,15.27262682,0.272133562,0.066094715,0.130431941,1.3514640088353216
Africa,2018,T-AFR,1,0.003655149,0.081811491,1733.201316,4.212479534,5.590834977,1.277296315,0.105838709,8.277945496,1295.26505,19.769779,15.26311468,0.301728823,0.079290715,0.140626618,1.338105522109162
Africa,2019,T-AFR,1,0.00316323,0.082883304,1769.520748,4.450594336,5.675433716,1.31414806,0.120673858,8.262434459,1327.701163,20.19685024,15.21189467,0.370402584,0.104529754,0.182989526,1.3327703532334707
Africa,2020,T-AFR,1,0.003269721,0.079580396,1629.178279,4.302606548,5.550636634,1.396125392,0.089846313,7.399001985,1360.677229,19.14474061,14.07000882,0.403254019,0.14298089,0.180692731,1.1973289802147484
Africa,2021,T-AFR,1,0.003888431,0.079573993,1780.297537,4.312544092,6.358051026,1.436458744,0.111682154,8.072621247,1393.676446,20.75438428,14.89182395,0.459138587,0.163284368,0.216280235,1.2774109386074821
Africa,2022,T-AFR,1,0.002971006,0.083187604,1769.584481,4.121534759,6.289602521,1.466576157,0.090965301,8.500813119,1426.736306,20.9509765,14.68454711,0.478513635,0.166886934,0.228439108,1.240302411565603
Africa,2023,T-AFR,1,0.003000378,0.096329842,1788.302178,4.082363052,6.164246957,1.511638689,0.079889111,8.492280692,1460.481771,20.86944758,14.28942695,0.536028705,0.179524441,0.260174422,1.2244604578498364
Algeria,1965,DZA,0,,,,0.00293076,0.026749801,0.004258065,0.0,0.055458907,12.381256,0.089397532,7.220392858,,,,
Algeria,1966,DZA,0,,,,0.002847024,0.0277893,0.003779032,0.0,0.072981738,12.613389,0.107397094,8.514531197,,,,
Algeria,1967,DZA,0,,,,0.002177136,0.0269577,0.004364516,0.0,0.068191312,12.897116,0.101690664,7.884760005,,,,
Algeria,1968,DZA,0,,,,0.00230274,0.0283437,0.005993226,0.0,0.072602287,13.190975,0.109241952,8.281567695,,,,
Algeria,1969,DZA,0,,,,0.00293076,0.037266076,0.003842903,0.0,0.076701351,13.491016,0.120741089,8.949740282,,,,
Algeria,1970,DZA,0,,,,0.003475044,0.035031151,0.006174194,0.0,0.087651648,13.795915,0.132332036,9.592117396,,,,
Algeria,1971,DZA,0,,,,0.000962964,0.039778199,0.003512903,0.0,0.098784178,14.110271,0.143038245,10.13717204,,,,
Algeria,1972,DZA,0,,,,0.00083736,0.046188451,0.005269355,0.0,0.108437091,14.439748,0.160732257,11.13123699,,,,
Algeria,1973,DZA,0,,,,0.000962964,0.064293072,0.008005161,0.0,0.118441239,14.786469,0.191702435,12.96472035,,,,
Algeria,1974,DZA,0,,,,0.000795492,0.074428201,0.005290645,0.0,0.131557822,15.153602,0.21207216,13.99483503,,,,
Algeria,1975,DZA,0,,,,0.001004832,0.102564,0.003491613,0.0,0.146270409,15.724692,0.253330854,16.11038573,,,,
Algeria,1976,DZA,0,,,,0.001967796,0.121275,0.004140968,0.0,0.168183833,16.500516,0.295567597,17.91262755,,,,
Algeria,1977,DZA,0,,,,0.002553948,0.129244506,0.002863548,0.0,0.190103382,17.134192,0.324765385,18.95422817,,,,
Algeria,1978,DZA,0,,,,0.001297908,0.207553506,0.00266129,0.0,0.196588606,17.632645,0.40810131,23.14464505,,,,
Algeria,1979,DZA,0,,,,0.003014496,0.293485492,0.003097742,0.0,0.235147029,18.166981,0.53474476,29.43498205,,,,
Algeria,1980,DZA,0,,,,0.002679552,0.39397049,0.002735806,0.0,0.238328755,18.739378,0.637714603,34.03072411,,,,
Algeria,1981,DZA,0,,,,0.00188406,0.512126982,0.003896129,0.0,0.256763071,19.351357,0.774670242,40.03183043,,,,
Algeria,1982,DZA,0,,,,0.034959778,0.581080496,0.005099032,0.0,0.272064298,20.000096,0.893203605,44.65996588,,,,
Algeria,1983,DZA,0,,,,0.03119166,0.636174023,0.002501613,0.0,0.305612713,20.682111,0.975480009,47.16539861,,,,
Algeria,1984,DZA,0,,,,0.034582969,0.558904529,0.004811613,0.0,0.338407218,21.39353,0.936706329,43.78456144,,,,
Algeria,1985,DZA,0,,,,0.036090218,0.553707004,0.006876774,0.0,0.347593695,22.132905,0.94426769,42.66352249,,,,
Algeria,1986,DZA,0,,,,0.037053179,0.606374979,0.00266129,0.0,0.352876514,22.882553,0.998965963,43.65622851,,,,
Algeria,1987,DZA,0,,,,0.044296343,0.620235026,0.005311936,0.0,0.356761873,23.586101,1.026605177,43.52585352,,,,
Algeria,1988,DZA,0,,,,0.041658659,0.698890507,0.001948065,0.0,0.357021362,24.243018,1.099518592,45.35403108,,,,
Algeria,1989,DZA,0,,,,0.035210989,0.657657027,0.002405806,0.0,0.374171972,24.889507,1.069445795,42.96773718,,,,
Algeria,1990,DZA,0,,0.0,120.8074073,0.027591012,0.702355504,0.001437097,0.0,0.402521819,25.518074,1.133905432,44.43538459,0.0,0.0,0.0,4.734189864799358
Algeria,1991,DZA,0,,0.0,121.5743821,0.028470241,0.693692982,0.003119032,0.0,0.398260027,26.133905,1.123542282,42.99174893,0.0,0.0,0.0,4.651979185659394
Algeria,1992,DZA,0,,0.0,123.2553005,0.033829343,0.716215491,0.002118387,0.0,0.400653571,26.748303,1.152816792,43.09868898,0.0,0.0,0.0,4.607967111035044
Algeria,1993,DZA,0,,0.0,125.9733101,0.027549144,0.642757475,0.003757742,0.0,0.398717552,27.354327,1.072781914,39.21799698,0.0,0.0,0.0,4.605242530733803
Algeria,1994,DZA,0,,0.0,127.7720706,0.02595816,0.677407503,0.001767097,0.0,0.381783217,27.937006,1.086915977,38.90595782,0.0,0.0,0.0,4.57357780572478
Algeria,1995,DZA,0,,0.0,134.3847947,0.02595816,0.727996528,0.002054516,0.0,0.371312231,28.478022,1.127321435,39.58566487,0.0,0.0,0.0,4.718894967494582
Algeria,1996,DZA,0,,0.0,136.6252199,0.012225456,0.747747004,0.001437097,0.0,0.354319483,28.984634,1.115729039,38.49381156,0.0,0.0,0.0,4.713712096554333
Algeria,1997,DZA,0,,0.0,134.2709864,0.021436416,0.698544025,0.000798387,0.0,0.351516306,29.476031,1.072295135,36.37854549,0.0,0.0,0.0,4.555260048410181
Algeria,1998,DZA,0,,0.0,137.4593531,0.022943664,0.722452521,0.00228871,0.0,0.362371504,29.924668,1.1100564,37.09502808,0.0,0.0,0.0,4.593513054179916
Algeria,1999,DZA,0,,0.0,138.7291777,0.024576517,0.738391519,0.002160968,0.0,0.35603404,30.346083,1.121163044,36.94588997,0.0,0.0,0.0,4.571567859351074
Algeria,2000,DZA,0,,0.0,139.9577184,0.02030598,0.687646568,0.000574839,,0.371276915,30.774621,1.079804302,35.08749309,0.0,0.0,0.0,4.547829147920295
Algeria,2001,DZA,0,,0.0,134.7324016,0.023446079,0.710359633,0.000729747,,0.384391189,31.200985,1.118926647,35.86190139,0.0,0.0,0.0,4.318209877027921
Algeria,2002,DZA,0,,0.0,139.5197732,0.03077298,0.70141995,0.000598945,,0.426230013,31.624696,1.159021888,36.64926575,0.0,0.0,0.0,4.41173484165666
Algeria,2003,DZA,0,,0.0,148.168115,0.025372008,0.741354048,0.002766718,,0.443426818,32.055884,1.212919592,37.83765851,0.0,0.0,0.0,4.622181531477965
Algeria,2004,DZA,0,,0.0,151.4455566,0.030270563,0.762837052,0.002603861,,0.463488579,32.510186,1.259200055,38.73247773,0.0,0.0,0.0,4.658403264749086
Algeria,2005,DZA,0,,0.0,156.8907826,0.024869593,0.804815531,0.005724193,,0.483168185,32.95669,1.318577501,40.00940329,0.0,0.0,0.0,4.760513953312666
Algeria,2006,DZA,0,,0.0,163.2369617,0.036927577,0.822591007,0.002228976,,0.503444612,33.43508,1.365192172,40.83113222,0.0,0.0,0.0,4.882206404171906
Algeria,2007,DZA,0,,0.0,170.0065152,0.031694077,0.841704547,0.002300552,,0.563004017,33.983828,1.438703194,42.3349363,0.0,0.0,0.0,5.002571081751002
Algeria,2008,DZA,0,,0.0,176.704768,0.031694077,0.878550768,0.002862887,,0.611697257,34.569592,1.524804989,44.10827263,0.0,0.0,0.0,5.111566488837935
Algeria,2009,DZA,0,,0.0,179.7240697,0.020347849,0.943623424,0.003438387,,0.648483932,35.196037,1.615893591,45.91123686,0.0,0.0,0.0,5.106372336749163
Algeria,2010,DZA,0,,0.0,177.6197554,0.01297908,0.911780119,0.001728631,,0.653802872,35.856344,1.580381629,44.07537001,9.0928e-05,9.0928e-05,0.0,4.953649357000814
Algeria,2011,DZA,0,,0.0,178.8283829,0.0115137,0.964690626,0.003753977,,0.692019522,36.543542,1.672157765,45.7579554,0.00017994,0.00017994,0.0,4.89357005678322
Algeria,2012,DZA,0,,0.0,190.2485119,0.012225456,1.075466752,0.003839806,,0.735822976,37.260562,1.827618772,49.04968346,0.000263782,0.000263782,0.0,5.105894857409827
Algeria,2013,DZA,0,,0.0,206.6939695,0.006615144,1.156374454,0.000971339,,0.768875003,38.000626,1.933116549,50.87065012,0.000280609,0.000280609,0.0,5.4392253827608
Algeria,2014,DZA,0,,0.0,219.0786751,0.007494372,1.299305677,0.001882281,,0.798930526,38.760168,2.108207774,54.39108969,0.000594918,0.000585165,9.75275e-06,5.652160101576443
Algeria,2015,DZA,0,,0.0,225.73826,0.005568444,1.365210056,0.001405732,,0.850134552,39.543154,2.223065275,56.21871425,0.000746492,0.000562293,0.000184199,5.7086559155094205
Algeria,2016,DZA,0,,0.0,228.761105,0.002051532,1.389464974,0.000693888,,0.826429844,40.339329,2.221184997,55.06251719,0.002544758,0.002361147,0.000183611,5.670919935232437
Algeria,2017,DZA,0,,0.0,231.613049,0.007619976,1.420650005,0.000536516,,0.811843634,41.136546,2.245660809,54.59040749,0.005010678,0.004828645,0.000182032,5.630347501708092
Algeria,2018,DZA,0,,0.0,239.4634075,0.020934001,1.562715054,0.00111438,,0.820029259,41.927007,2.410631284,57.49590673,0.005838591,0.005743345,9.52462e-05,5.711435769789148
Algeria,2019,DZA,0,,0.0,243.1729594,0.017291484,1.621966481,0.001442404,,0.853024662,42.705368,2.499655969,58.53259405,0.005930938,0.005836043,9.4895e-05,5.694201239525673
Algeria,2020,DZA,0,,0.0,229.1959327,0.005484708,1.560601354,0.00046895,,0.762931585,43.451666,2.336035827,53.76170909,0.00654923,0.006476429,7.28007e-05,5.274732911276635
Algeria,2021,DZA,0,,0.0,248.5056453,0.011178756,1.733504891,8.76063e-05,,0.796333313,44.177969,2.547458382,57.66354678,0.006353815,0.006254904,9.89104e-05,5.625103437869677
Algeria,2022,DZA,0,,0.0,254.7431506,0.007829316,1.812194943,0.000150171,,0.816672206,44.903225,2.643088117,58.86187723,0.006241481,0.00609131,0.000150171,5.673159346572546
Algeria,2023,DZA,0,,0.0,248.5480287,0.006958742,1.666664958,0.000643202,,0.857524216,45.60648,2.53800992,55.6502041,0.006218803,0.006069177,0.000149625,5.4498402134959765
Argentina,1965,ARG,0,,0.0,,0.030438177,0.148442402,0.013041561,0.0,0.990777314,22.053661,1.182699454,53.62825945,0.0,,,
Argentina,1966,ARG,0,,0.0,,0.025098545,0.160765916,0.013209903,0.0,1.021954775,22.403116,1.221029139,54.50264772,0.0,,,
Argentina,1967,ARG,0,,0.0,,0.028225429,0.168118015,0.013526781,0.0,1.04664588,22.757014,1.256516105,55.21445412,0.0,,,
Argentina,1968,ARG,0,,0.0,,0.027428526,0.187198475,0.015942985,0.0,1.068470001,23.112971,1.299039988,56.20393795,0.0,,,
Argentina,1969,ARG,0,,0.0,,0.032839812,0.186498269,0.014299175,0.0,1.108841181,23.472028,1.342478437,57.19482089,0.0,,,
Argentina,1970,ARG,0,,0.000646328,,0.042201355,0.210760206,0.016575871,0.0,1.002367735,23.842803,1.272551495,53.37256256,0.000646328,,,
Argentina,1971,ARG,0,,0.000677918,,0.036999151,0.227529988,0.016458998,0.0,1.067404032,24.223379,1.349070086,55.69289428,0.000677918,,,
Argentina,1972,ARG,0,,0.000873702,,0.031144662,0.25532794,0.015995912,0.0,1.06267035,24.612794,1.366012566,55.50010154,0.000873702,,,
Argentina,1973,ARG,0,,0.000689174,,0.034187481,0.290547997,0.031908121,0.0,1.069915175,25.020588,1.427247948,57.04294192,0.000689174,,,
Argentina,1974,ARG,0,,0.000701045,,0.042573318,0.30752784,0.053168993,0.010582795,1.069646358,25.449754,1.484200351,58.3188486,0.000701045,,,
Argentina,1975,ARG,0,,0.000735373,,0.041439384,0.315090001,0.055299215,0.025711291,1.010981083,25.875558,1.449256346,56.00869925,0.000735373,,,
Argentina,1976,ARG,0,,0.000700578,,0.041913308,0.354651302,0.053384442,0.026273118,1.044847488,26.290257,1.521770237,57.88342946,0.000700578,,,
Argentina,1977,ARG,0,,0.000735519,,0.03963061,0.370405793,0.06138831,0.016722042,1.100367785,26.71378,1.589250059,59.49177014,0.000735519,,,
Argentina,1978,ARG,0,,0.000735171,,0.048309103,0.360252887,0.082464002,0.029582797,1.070313334,27.146121,1.591657294,58.63295512,0.000735171,,,
Argentina,1979,ARG,0,,0.001091547,,0.045006026,0.370405793,0.113444559,0.027498925,1.151314616,27.584134,1.708761467,61.94725803,0.001091547,,,
Argentina,1980,ARG,0,,0.001137904,,0.040120523,0.403665304,0.161177114,0.023903226,1.069265127,28.024803,1.699269199,60.63447436,0.001137904,,,
Argentina,1981,ARG,0,,0.001000005,,0.038017683,0.4218705,0.156322002,0.028765591,1.002692819,28.471285,1.6486686,57.90636425,0.001000005,,,
Argentina,1982,ARG,0,,0.001321267,,0.038397875,0.479286909,0.187271759,0.019102151,0.954066038,28.922762,1.679445998,58.06658432,0.001321267,,,
Argentina,1983,ARG,0,,0.00178097,,0.034847867,0.515347183,0.196068019,0.034782257,0.965922713,29.377137,1.748749008,59.52755056,0.00178097,,,
Argentina,1984,ARG,0,,0.00132144,,0.025866805,0.548606694,0.21160309,0.047408063,0.919632494,29.832197,1.754438586,58.81023734,0.00132144,,,
Argentina,1985,ARG,0,,0.001379106,,0.038158581,0.560510099,0.219855845,0.058899999,0.855024695,30.287112,1.733828325,57.24640648,0.001379106,,,
Argentina,1986,ARG,0,,0.001424888,,0.043593656,0.605673015,0.223870367,0.058338173,0.899084568,30.748326,1.831984667,59.57998061,0.001424888,,,
Argentina,1987,ARG,0,,0.001217988,,0.048382822,0.606023073,0.233262286,0.066040322,0.959687352,31.216453,1.914613843,61.33348472,0.001217988,,,
Argentina,1988,ARG,0,,0.001413063,,0.049580459,0.707902193,0.162436053,0.059226882,0.966097772,31.690792,1.946656422,61.4265627,0.001413063,,,
Argentina,1989,ARG,0,,0.001218163,,0.053649966,0.743612409,0.140381917,0.051473655,0.886850953,32.165766,1.877187063,58.3597811,0.001218163,,,
Argentina,1990,ARG,0,,0.001528678,126.7294856,0.044158075,0.710352898,0.188559607,0.074375808,0.827903032,32.637657,1.846878098,56.58733707,0.001528678,0.0,0.0,3.8829222820743543
Argentina,1991,ARG,0,,0.001505537,128.977452,0.038858443,0.723306596,0.168930769,0.079227954,0.865020454,33.105763,1.876849753,56.6925388,0.001505537,0.0,0.0,3.895921444251262
Argentina,1992,ARG,0,,0.00149379,136.4211126,0.043805391,0.782123387,0.204015478,0.072332792,0.909742892,33.568285,2.01351373,59.98262138,0.00149379,0.0,0.0,4.063988154295044
Argentina,1993,ARG,0,,0.001103169,135.8659764,0.029051954,0.825885892,0.253017455,0.079166666,0.892008185,34.02724,2.080233322,61.13435358,0.001103169,0.0,0.0,3.992859144614726
Argentina,1994,ARG,0,,0.001137752,142.6097749,0.025434386,0.848992527,0.290471077,0.084120966,0.9413836,34.488696,2.191540308,63.54372773,0.001137752,0.0,0.0,4.134971496167903
Argentina,1995,ARG,0,,0.001367726,149.142179,0.026690949,0.944919884,0.282135963,0.072179571,0.934357166,34.94611,2.261651259,64.71825503,0.001367726,0.0,0.0,4.267776270377447
Argentina,1996,ARG,0,,0.002562939,157.6900649,0.027960539,1.084259748,0.239214718,0.076194085,0.935368121,35.389362,2.365662536,66.8467133,0.002665324,0.0,0.000102385,4.455860631225847
Argentina,1997,ARG,0,,0.002054281,157.7843881,0.02205977,0.999185383,0.297262579,0.081322044,0.991079092,35.815971,2.393118484,66.81707678,0.002209615,0.0,0.000155334,4.4054198083866
Argentina,1998,ARG,0,,0.002377604,164.1591746,0.029654674,1.06815505,0.281836003,0.076132797,1.019827724,36.233195,2.478330437,68.39944523,0.002724189,1.80968e-07,0.000346404,4.530629291730967
Argentina,1999,ARG,0,,0.003010887,168.4597211,0.035587691,1.132923603,0.227772281,0.072588176,1.033584714,36.653031,2.505837877,68.36645725,0.003381413,2.76774e-07,0.000370249,4.596065223091645
Argentina,2000,ARG,0,,0.004436212,162.2144301,0.027045531,1.162682056,0.304188043,0.063098386,0.953776658,37.070774,2.515597274,67.85931349,0.0048066,3.83226e-07,0.000370005,4.375803701859583
Argentina,2001,ARG,0,,0.004171553,152.386681,0.022164669,1.088460922,0.386873275,0.071639828,0.883254647,37.480492,2.457087393,65.55643381,0.004694051,4.5477e-07,0.000522044,4.0657598891711455
Argentina,2002,ARG,0,,0.006090498,147.3485138,0.016510667,1.059752703,0.375957012,0.058694579,0.838327229,37.885028,2.356104508,62.19091372,0.006862318,4.93867e-07,0.000771325,3.8893600342594445
Argentina,2003,ARG,0,,0.010119782,158.7674376,0.020137914,1.210645795,0.352893114,0.075800806,0.855008304,38.278164,2.525420268,65.97548064,0.010934335,6.78629e-07,0.000813875,4.147728652816263
Argentina,2004,ARG,0,,0.009969396,170.5949724,0.034271348,1.325128555,0.316015363,0.078334302,0.91687119,38.668796,2.681342431,69.34124433,0.010721673,7.26176e-07,0.000751551,4.411695993844752
Argentina,2005,ARG,0,,0.010532357,177.6309409,0.039461922,1.414404035,0.35270983,0.067986287,0.95999217,39.070501,2.845826742,72.83824546,0.011272498,8.34971e-07,0.000739307,4.546420863658748
